green_ratio,yellow_ratio,orange_ratio,avg_temp,max_temp,min_temp,ripeness_stage,taste,quality_grade,buying_recommendation
0.361,0.454,0.185,25.56,27.24,22.21,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.446,0.494,0.06,24.3,27.8,21.89,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.5,0.5,0.01,26.07,28.9,24.45,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.682,0.377,0.01,32.1,35.35,29.89,Color Break,Fermented or mushy,Grade_2,Buy and consume immediately
0.159,0.677,0.164,26.6,28.26,23.68,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.801,0.036,0.164,25.73,27.79,22.32,Unripe,Bitter vegetal,Grade_3,Do not buy
0.808,0.115,0.077,29.12,32.2,26.77,Unripe,Bitter vegetal,Grade_3,Do not buy
0.92,0.06,0.019,26.43,28.76,24.47,Unripe,Bitter vegetal,Grade_3,Do not buy
0.874,0.135,0.01,25.4,26.98,23.61,Unripe,Bitter vegetal,Grade_3,Do not buy
0.333,0.7,0.01,23.93,26.57,22.15,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.906,0.139,0.01,24.94,27.42,22.38,Unripe,Bitter vegetal,Grade_3,Do not buy
0.39,0.443,0.167,15.3,18.37,13.04,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.57,0.327,0.103,15.64,17.14,13.38,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.132,0.655,0.213,14.8,17.41,12.94,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.82,0.101,0.079,29.22,32.27,26.14,Unripe,Bitter vegetal,Grade_3,Do not buy
0.121,0.638,0.241,26.97,28.75,24.85,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.107,0.637,0.256,26.55,29.54,24.04,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.115,0.675,0.21,29.39,31.28,25.95,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.381,0.44,0.179,28.77,31.4,25.37,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.811,0.065,0.124,29.91,32.25,27.3,Unripe,Bitter vegetal,Grade_3,Do not buy
0.187,0.617,0.195,24.14,26.33,21.14,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.519,0.456,0.024,26.95,29.39,23.63,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.223,0.593,0.184,24.78,27.8,21.57,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.946,0.062,0.01,15.15,16.74,13.65,Unripe,Bitter vegetal,Grade_3,Do not buy
0.47,0.443,0.087,24.14,26.14,21.9,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.052,0.679,0.269,32.87,35.41,29.98,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.538,0.427,0.035,22.76,25.97,19.65,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.376,0.507,0.116,28.25,31.67,25.28,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.912,0.06,0.028,22.91,26.08,19.78,Unripe,Bitter vegetal,Grade_3,Do not buy
0.103,0.621,0.275,31.0,33.73,29.17,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.103,0.689,0.209,28.19,29.82,25.62,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.562,0.353,0.084,31.2,33.24,29.45,Color Break,Fermented or mushy,Grade_2,Buy and consume immediately
0.661,0.265,0.073,14.33,16.92,11.35,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.291,0.63,0.079,26.87,29.9,24.2,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.564,0.378,0.057,31.79,34.09,29.69,Color Break,Fermented or mushy,Grade_2,Buy and consume immediately
0.919,0.07,0.01,27.3,30.45,25.67,Unripe,Bitter vegetal,Grade_3,Do not buy
0.384,0.447,0.169,13.96,16.06,12.14,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.094,0.66,0.246,31.75,33.46,28.53,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.412,0.546,0.042,27.29,29.83,23.8,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.879,0.095,0.026,24.05,27.24,21.96,Unripe,Bitter vegetal,Grade_3,Do not buy
0.421,0.536,0.043,27.38,30.53,25.06,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.149,0.671,0.18,14.66,16.8,12.71,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.726,0.296,0.01,14.69,17.91,11.79,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.26,0.641,0.099,24.87,28.27,22.7,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.083,0.739,0.179,27.31,30.55,24.74,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.125,0.621,0.254,24.45,26.29,22.23,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.079,0.692,0.229,27.31,29.86,25.39,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.102,0.683,0.214,15.23,17.62,12.22,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.913,0.062,0.026,26.97,28.9,25.32,Unripe,Bitter vegetal,Grade_3,Do not buy
0.139,0.727,0.134,32.68,34.82,29.39,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.449,0.49,0.061,13.54,16.17,11.1,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.807,0.136,0.057,25.44,27.44,22.54,Unripe,Bitter vegetal,Grade_3,Do not buy
0.57,0.382,0.048,28.91,31.9,26.53,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.491,0.485,0.024,15.85,17.85,12.89,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.438,0.445,0.117,22.86,24.43,21.1,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.395,0.522,0.083,28.16,31.12,25.92,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.387,0.466,0.147,13.5,16.66,11.34,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.909,0.041,0.05,24.08,27.11,20.64,Unripe,Bitter vegetal,Grade_3,Do not buy
0.558,0.257,0.185,22.56,24.71,20.87,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.749,0.254,0.01,15.55,17.41,12.79,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.086,0.728,0.186,29.82,32.29,26.75,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.179,0.624,0.197,14.18,16.99,12.64,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.925,0.051,0.024,23.81,26.42,21.0,Unripe,Bitter vegetal,Grade_3,Do not buy
0.581,0.329,0.09,13.55,15.42,10.18,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.947,0.119,0.01,13.76,15.96,11.29,Unripe,Bland or bitter,Grade_3,Do not buy
0.89,0.087,0.024,24.67,26.71,21.83,Unripe,Bitter vegetal,Grade_3,Do not buy
0.131,0.625,0.245,14.33,17.66,11.41,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.694,0.217,0.089,22.54,25.06,20.18,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.225,0.656,0.119,23.48,25.68,20.45,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.169,0.603,0.228,32.71,35.53,31.08,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.183,0.595,0.222,14.62,16.35,11.45,Mostly Ripe,Bland or bitter,Grade_2,Highly recommended
0.491,0.487,0.022,26.0,28.49,24.39,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.741,0.226,0.033,28.13,30.0,26.42,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.544,0.43,0.026,27.31,28.9,24.67,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.43,0.516,0.055,13.12,15.2,11.36,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.521,0.488,0.01,27.19,29.68,23.97,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.06,0.667,0.272,31.82,34.43,29.5,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.096,0.617,0.287,24.66,26.24,21.66,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.879,0.074,0.047,25.61,28.93,23.5,Unripe,Bitter vegetal,Grade_3,Do not buy
0.867,0.095,0.037,13.3,15.91,10.99,Unripe,Bland or bitter,Grade_3,Do not buy
0.592,0.319,0.089,15.27,16.93,12.06,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.568,0.367,0.065,14.08,16.57,12.32,Color Break,Bland or bitter,Grade_2,Can buy and ripen
0.146,0.72,0.134,25.19,27.29,23.37,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.897,0.142,0.01,13.46,16.74,10.24,Unripe,Bland or bitter,Grade_3,Do not buy
0.812,0.043,0.146,25.55,28.24,23.4,Unripe,Bitter vegetal,Grade_3,Do not buy
0.355,0.513,0.132,26.67,28.63,24.66,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.156,0.595,0.249,24.6,27.91,22.71,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.155,0.553,0.292,25.81,29.13,22.41,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.315,0.603,0.082,27.41,30.45,25.46,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.058,0.731,0.211,24.52,27.68,21.7,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.229,0.662,0.109,27.13,30.46,25.45,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.294,0.571,0.135,24.56,26.95,21.18,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.497,0.469,0.034,14.71,17.01,11.83,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.731,0.226,0.043,32.01,34.74,28.81,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.098,0.731,0.171,31.49,34.77,28.82,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.938,0.096,0.01,23.61,26.39,20.36,Unripe,Bitter vegetal,Grade_3,Do not buy
0.485,0.454,0.061,32.8,35.23,29.58,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.254,0.579,0.167,32.48,34.06,29.16,Mostly Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.873,0.085,0.042,23.25,26.16,20.77,Unripe,Bitter vegetal,Grade_3,Do not buy
0.388,0.402,0.209,22.93,25.65,20.92,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.142,0.716,0.141,14.72,16.96,11.8,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.158,0.608,0.234,14.22,16.8,10.99,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.063,0.689,0.247,24.61,27.55,21.6,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.368,0.529,0.103,15.44,17.1,13.34,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.834,0.096,0.07,27.33,29.43,24.77,Unripe,Bitter vegetal,Grade_3,Do not buy
0.632,0.255,0.114,13.39,15.78,10.88,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.226,0.616,0.158,28.53,31.32,25.12,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.129,0.606,0.265,24.85,28.01,21.89,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.948,0.063,0.01,26.33,28.47,24.01,Unripe,Bitter vegetal,Grade_3,Do not buy
0.895,0.033,0.072,15.69,17.25,13.33,Unripe,Bitter vegetal,Grade_3,Do not buy
0.664,0.375,0.01,15.78,17.51,12.37,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.424,0.497,0.079,13.1,15.4,10.71,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.72,0.355,0.01,24.12,26.38,21.73,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.601,0.332,0.067,14.09,16.0,12.43,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.474,0.422,0.104,13.48,15.02,10.76,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.424,0.462,0.114,15.5,17.09,12.08,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.364,0.487,0.149,22.56,25.13,20.94,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.831,0.088,0.08,31.59,33.77,28.97,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.889,0.075,0.036,23.87,26.82,20.56,Unripe,Bitter vegetal,Grade_3,Do not buy
0.309,0.638,0.053,27.45,30.79,24.58,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.299,0.675,0.026,22.81,25.45,19.84,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.707,0.26,0.033,14.54,17.55,11.23,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.733,0.355,0.01,13.68,15.55,12.11,Color Break,Bland or bitter,Grade_2,Can buy and ripen
0.205,0.675,0.12,22.78,25.14,20.4,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.057,0.66,0.283,27.08,29.17,23.89,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.552,0.327,0.121,14.18,16.94,12.31,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.101,0.679,0.22,29.4,31.9,26.72,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.084,0.7,0.215,32.81,35.04,29.61,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.461,0.508,0.032,27.01,29.65,24.78,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.924,0.078,0.01,30.73,33.11,27.78,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.329,0.651,0.02,29.32,32.34,26.3,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.9,0.06,0.041,28.22,31.25,26.58,Unripe,Bitter vegetal,Grade_3,Do not buy
0.179,0.654,0.166,25.67,29.06,23.48,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.866,0.115,0.019,30.77,33.98,28.76,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.211,0.675,0.114,24.55,26.45,21.95,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.817,0.033,0.15,28.71,31.16,25.61,Unripe,Bitter vegetal,Grade_3,Do not buy
0.497,0.445,0.058,32.19,34.9,29.78,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.086,0.742,0.172,14.81,16.35,11.89,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.277,0.572,0.151,15.3,17.08,12.03,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.123,0.625,0.252,28.89,31.88,25.56,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.32,0.627,0.053,30.47,33.86,28.68,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.185,0.679,0.135,29.37,32.18,27.83,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.375,0.517,0.107,24.1,26.46,21.08,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.856,0.059,0.085,15.19,16.97,13.25,Unripe,Bitter vegetal,Grade_3,Do not buy
0.266,0.56,0.175,23.18,26.16,20.74,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.834,0.054,0.112,31.03,33.97,28.83,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.413,0.49,0.098,14.31,16.15,11.5,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.672,0.358,0.01,13.76,16.35,11.97,Color Break,Bland or bitter,Grade_2,Can buy and ripen
0.095,0.732,0.173,14.26,16.74,10.98,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.319,0.595,0.086,15.37,17.71,13.26,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.535,0.456,0.01,25.15,27.16,22.76,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.904,0.04,0.056,14.78,17.23,12.9,Unripe,Bland or bitter,Grade_3,Do not buy
0.275,0.697,0.028,30.54,32.89,28.37,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.935,0.042,0.023,13.35,15.82,10.19,Unripe,Bland or bitter,Grade_3,Do not buy
0.729,0.283,0.01,28.87,30.42,26.57,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.347,0.565,0.088,32.53,34.31,29.91,Mostly Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.082,0.659,0.259,13.84,16.71,11.91,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.322,0.559,0.12,13.65,15.59,11.33,Mostly Ripe,Bland or bitter,Grade_2,Highly recommended
0.149,0.718,0.134,30.09,32.7,27.44,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.825,0.078,0.097,14.03,16.98,11.15,Unripe,Bland or bitter,Grade_3,Do not buy
0.344,0.67,0.01,32.83,35.12,30.78,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.55,0.446,0.01,25.88,28.09,24.16,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.54,0.473,0.01,25.61,28.82,23.34,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.698,0.326,0.01,14.13,16.43,11.21,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.451,0.521,0.028,29.68,32.86,27.07,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.688,0.394,0.01,28.63,31.83,25.32,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.876,0.101,0.023,26.66,28.31,24.24,Unripe,Bitter vegetal,Grade_3,Do not buy
0.08,0.692,0.228,32.33,34.19,29.38,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.922,0.111,0.01,14.82,17.3,12.69,Unripe,Bland or bitter,Grade_3,Do not buy
0.084,0.651,0.266,28.23,30.26,26.72,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.1,0.615,0.285,30.22,32.29,27.16,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.58,0.329,0.09,25.9,27.9,22.61,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.493,0.496,0.011,28.22,31.08,25.78,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.53,0.45,0.02,26.86,28.67,23.96,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.602,0.385,0.014,28.27,30.53,25.2,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.62,0.233,0.146,24.43,26.34,20.99,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.804,0.124,0.072,32.59,34.68,29.45,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.564,0.358,0.078,25.36,27.84,23.18,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.434,0.539,0.027,15.73,17.28,12.52,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.689,0.354,0.01,32.11,35.07,30.07,Color Break,Fermented or mushy,Grade_2,Buy and consume immediately
0.57,0.27,0.159,22.58,24.85,20.08,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.145,0.714,0.141,28.84,31.09,26.74,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.722,0.4,0.01,26.48,28.59,23.58,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.943,0.039,0.018,13.09,16.4,11.51,Unripe,Bland or bitter,Grade_3,Do not buy
0.594,0.262,0.144,25.17,28.44,23.27,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.3,0.592,0.108,15.44,17.6,12.63,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.206,0.636,0.158,29.31,31.14,27.57,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.068,0.746,0.187,24.84,27.03,23.04,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.114,0.742,0.144,31.0,32.73,28.12,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.232,0.581,0.187,14.21,17.24,12.38,Mostly Ripe,Bland or bitter,Grade_2,Highly recommended
0.125,0.714,0.161,13.18,15.06,10.19,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.063,0.616,0.322,15.13,18.44,12.02,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.405,0.532,0.063,30.29,32.98,28.17,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.549,0.406,0.045,28.3,30.03,25.74,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.722,0.347,0.01,24.5,26.66,22.83,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.339,0.628,0.034,32.34,34.74,29.52,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.906,0.137,0.01,25.07,27.05,23.13,Unripe,Bitter vegetal,Grade_3,Do not buy
0.347,0.596,0.057,32.29,34.38,29.67,Mostly Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.293,0.659,0.048,26.85,29.64,23.72,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.351,0.549,0.1,32.36,34.0,29.51,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.549,0.517,0.01,13.87,17.36,12.14,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.123,0.608,0.27,32.83,35.84,30.46,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.884,0.128,0.01,13.67,17.01,10.85,Unripe,Bland or bitter,Grade_3,Do not buy
0.437,0.518,0.044,29.7,31.69,26.44,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.07,0.718,0.212,27.5,29.2,24.82,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.917,0.041,0.042,22.56,24.91,20.01,Unripe,Bitter vegetal,Grade_3,Do not buy
0.422,0.494,0.084,32.62,34.85,30.06,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.341,0.685,0.01,30.82,33.91,27.81,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.332,0.552,0.116,31.95,33.61,30.4,Mostly Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.894,0.106,0.01,15.96,17.94,14.15,Unripe,Bitter vegetal,Grade_3,Do not buy
0.933,0.063,0.01,13.42,15.86,11.68,Unripe,Bland or bitter,Grade_3,Do not buy
0.52,0.544,0.01,31.22,34.07,29.61,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.375,0.475,0.15,28.34,31.22,26.59,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.81,0.147,0.043,31.51,35.0,28.55,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.834,0.042,0.124,14.24,17.58,10.91,Unripe,Bland or bitter,Grade_3,Do not buy
0.149,0.731,0.12,15.99,18.87,13.86,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.068,0.615,0.317,29.62,32.05,27.64,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.119,0.685,0.196,13.23,16.32,10.9,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.169,0.623,0.209,13.27,16.28,11.03,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.185,0.565,0.251,13.98,15.52,12.25,Mostly Ripe,Bland or bitter,Grade_2,Highly recommended
0.134,0.727,0.139,31.52,34.85,28.09,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.135,0.646,0.219,30.27,32.61,27.53,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.867,0.06,0.074,29.86,31.68,26.64,Unripe,Bitter vegetal,Grade_3,Do not buy
0.24,0.688,0.073,28.71,31.27,26.99,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.089,0.688,0.222,31.87,33.57,30.06,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.742,0.208,0.05,32.37,34.97,30.73,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.458,0.534,0.01,15.04,16.79,11.73,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.103,0.719,0.179,27.14,30.33,25.22,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.275,0.561,0.164,28.35,31.01,25.14,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.147,0.666,0.187,30.83,33.72,28.82,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.742,0.206,0.052,28.24,30.22,25.04,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.884,0.055,0.062,32.22,33.77,29.5,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.296,0.699,0.01,23.66,26.21,20.36,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.909,0.091,0.01,29.13,31.76,25.73,Unripe,Bitter vegetal,Grade_3,Do not buy
0.509,0.487,0.01,30.14,33.6,26.91,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.848,0.086,0.066,32.79,36.13,29.84,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.116,0.666,0.218,15.01,16.62,13.09,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.565,0.258,0.177,25.33,28.32,22.56,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.916,0.069,0.015,29.73,32.97,26.74,Unripe,Bitter vegetal,Grade_3,Do not buy
0.682,0.281,0.037,31.99,34.86,29.91,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.32,0.616,0.064,31.87,34.78,28.58,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.197,0.602,0.201,24.62,26.72,21.48,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.065,0.65,0.284,30.9,33.74,28.47,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.111,0.641,0.248,28.57,30.53,27.0,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.13,0.692,0.177,25.44,27.29,22.99,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.68,0.206,0.115,13.04,15.39,9.7,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.365,0.52,0.115,30.6,32.88,28.79,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.425,0.494,0.08,14.64,16.9,13.14,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.439,0.442,0.119,13.31,16.14,10.45,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.158,0.641,0.202,23.03,25.57,20.32,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.237,0.673,0.089,15.77,18.14,13.08,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.397,0.541,0.062,14.77,16.59,12.68,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.118,0.647,0.235,15.38,16.9,12.08,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.887,0.072,0.041,30.55,33.09,27.32,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.448,0.419,0.132,25.89,27.54,24.24,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.829,0.088,0.082,15.35,17.37,12.15,Unripe,Bitter vegetal,Grade_3,Do not buy
0.421,0.434,0.144,28.34,31.77,25.29,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.935,0.07,0.01,23.01,25.86,21.25,Unripe,Bitter vegetal,Grade_3,Do not buy
0.138,0.677,0.185,28.05,30.88,24.99,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
